pixel_id,success,status,message,iterations,objective_slsqp,objective_face,objective_face_minus_slsqp,max_abs_abundance_difference,slsqp_asc_error,slsqp_anc_violation
5068,True,0,Optimization terminated successfully,4,0.011759484994438688,0.011759484994438688,0.0,3.3306690738754696e-16,0.0,0
5305,True,0,Optimization terminated successfully,5,0.06698933234966373,0.0669893323496638,6.938893903907228e-17,5.551115123125783e-17,2.220446049250313e-16,0
5363,True,0,Optimization terminated successfully,3,0.01254144121604054,0.012541441216040354,-1.8561541192951836e-16,1.886618090774586e-16,2.220446049250313e-16,0
5391,True,0,Optimization terminated successfully,7,0.0666437794111282,0.06664377941105526,-7.294165271787278e-14,6.707669575334307e-08,0.0,0
5411,True,0,Optimization terminated successfully,4,0.12969332058789926,0.12969332058789915,-1.1102230246251565e-16,2.2575250792995376e-16,2.220446049250313e-16,0
5427,True,0,Optimization terminated successfully,4,0.209560617478006,0.20956061747800211,-3.885780586188048e-15,5.329070518200751e-15,2.4424906541753444e-15,0
5494,True,0,Optimization terminated successfully,5,0.1716925037533526,0.17169250375335088,-1.7208456881689926e-15,7.216449660063518e-16,0.0,0
5556,True,0,Optimization terminated successfully,7,0.3358086948156962,0.3358086948156914,-4.773959005888173e-15,1.5902159117286985e-08,0.0,0
5790,True,0,Optimization terminated successfully,5,0.07386239099849518,0.07386239099849556,3.885780586188048e-16,1.942890293094024e-16,2.220446049250313e-16,0
5853,True,0,Optimization terminated successfully,4,1.1253078972095043,1.1253078972095545,5.0182080713057076e-14,7.549516567451064e-15,5.773159728050814e-15,0
5873,True,0,Optimization terminated successfully,3,0.612628408991078,0.6126284089910862,8.215650382226158e-15,2.9976021664879227e-15,1.3322676295501878e-15,0
5926,True,0,Optimization terminated successfully,4,1.2211485355762937,1.2211485355763059,1.2212453270876722e-14,2.3869795029440866e-15,1.7763568394002505e-15,0
5950,True,0,Optimization terminated successfully,4,0.3054848182129819,0.30548481821298623,4.3298697960381105e-15,1.2212453270876722e-15,1.1102230246251565e-15,0
5980,True,0,Optimization terminated successfully,4,0.07552981742782788,0.07552981742782908,1.1934897514720433e-15,1.2212453270876722e-15,6.661338147750939e-16,0
5988,True,0,Optimization terminated successfully,6,0.9427256745536242,0.9427256745536194,-4.773959005888173e-15,8.881784197001252e-16,0.0,0
6523,True,0,Optimization terminated successfully,6,0.7735430695674521,0.7735430695674584,6.328271240363392e-15,2.4980018054066022e-15,8.881784197001252e-16,0
6587,True,0,Optimization terminated successfully,4,1.5192927570723183,1.5192927570722525,-6.572520305780927e-14,2.853273173286652e-14,1.1102230246251565e-14,0
6689,True,0,Optimization terminated successfully,5,0.9680536507876004,0.9680536507876067,6.328271240363392e-15,1.7763568394002505e-15,8.881784197001252e-16,0
6792,True,0,Optimization terminated successfully,4,0.6170532274407594,0.6170532274407499,-9.547918011776346e-15,1.8318679906315083e-15,2.220446049250313e-16,0
6812,True,0,Optimization terminated successfully,4,3.229597784956183,3.229597784956114,-6.927791673660977e-14,6.494804694057166e-15,2.220446049250313e-16,0
6827,True,0,Optimization terminated successfully,4,0.4400060260815385,0.44000602608157824,3.9745984281580604e-14,1.1213252548714081e-14,7.549516567451064e-15,0
6909,True,0,Optimization terminated successfully,4,0.9966620130634081,0.9966620130634354,2.731148640577885e-14,5.8854823494453944e-15,3.3306690738754696e-15,0
7055,True,0,Optimization terminated successfully,5,0.039358551332237084,0.039358551332237084,0.0,8.385794552913442e-18,0.0,0
7068,True,0,Optimization terminated successfully,5,1.224778247197899,1.2247782471980841,1.851852005074761e-13,5.2481352597055775e-11,2.1094237467877974e-14,0
7072,True,0,Optimization terminated successfully,7,0.02307236978679604,0.02307236978678969,-6.349087922075114e-15,5.3697485180581594e-08,0.0,0
7101,True,0,Optimization terminated successfully,4,0.04815929795596805,0.04815929795596806,6.938893903907228e-18,1.249000902703301e-16,0.0,0
7211,True,0,Optimization terminated successfully,2,0.4923383596867207,0.4923383596867212,4.996003610813204e-16,6.356327726823794e-16,4.440892098500626e-16,0
7306,True,0,Optimization terminated successfully,8,0.46002800551921413,0.4600280055191745,-3.963496197911809e-14,5.977045838823081e-08,0.0,0
7445,True,0,Optimization terminated successfully,6,0.017644760419992318,0.01764476041999232,3.469446951953614e-18,2.498001805406602e-16,2.220446049250313e-16,0
7509,True,0,Optimization terminated successfully,7,0.03335099383628991,0.03335099383628984,-6.938893903907228e-17,1.5630690630707988e-09,1.1102230246251565e-16,0
7657,True,0,Optimization terminated successfully,6,0.3423734912027252,0.3423734912027262,9.992007221626409e-16,9.277146550967785e-09,2.220446049250313e-16,0
7766,True,0,Optimization terminated successfully,4,0.0308683164398703,0.030868316439869814,-4.85722573273506e-16,2.762720607840663e-14,1.0436096431476471e-14,0
7804,True,0,Optimization terminated successfully,4,4.079988937340495,4.079988937341045,5.497824417943775e-13,5.242202653865196e-14,3.863576125695545e-14,0
7834,True,0,Optimization terminated successfully,9,0.02604671286952269,0.026046712869522697,6.938893903907228e-18,2.977623703159793e-11,0.0,0
7932,True,0,Optimization terminated successfully,7,0.0759098611311659,0.07590986113116589,-1.3877787807814457e-17,1.1102230246251565e-16,0.0,0
8032,True,0,Optimization terminated successfully,4,0.2633672845221249,0.2633672845221233,-1.5543122344752192e-15,1.9984014443252818e-15,6.661338147750939e-16,0
8059,True,0,Optimization terminated successfully,6,0.09891104253322534,0.09891104253322527,-6.938893903907228e-17,2.7755575615628914e-16,0.0,0
8149,True,0,Optimization terminated successfully,4,1.766206576435723,1.7662065764357742,5.10702591327572e-14,1.1559116731245712e-14,8.43769498715119e-15,0
8164,True,0,Optimization terminated successfully,7,0.11077398389569117,0.11077398389569149,3.191891195797325e-16,5.322615348468673e-09,2.220446049250313e-16,0
8237,True,0,Optimization terminated successfully,5,0.7572445236346503,0.7572445236346423,-7.993605777301127e-15,1.7763568394002505e-15,2.220446049250313e-16,0
8487,True,0,Optimization terminated successfully,4,0.1477530915925736,0.14775309159256897,-4.6351811278100286e-15,4.107825191113079e-15,1.1102230246251565e-15,0
8523,True,0,Optimization terminated successfully,4,2.9798066808829096,2.979806680882928,1.865174681370263e-14,3.941291737419306e-15,2.6645352591003757e-15,0
8747,True,0,Optimization terminated successfully,4,0.24548426483411284,0.24548426483412258,9.742207041085749e-15,4.107825191113079e-15,2.6645352591003757e-15,0
8806,True,0,Optimization terminated successfully,8,0.09814548860624886,0.09814548860624792,-9.43689570931383e-16,2.8655376849151537e-08,4.440892098500626e-16,0
8821,True,0,Optimization terminated successfully,4,1.5718277379284036,1.5718277379287442,3.4061642395499803e-13,5.0182080713057076e-14,3.352873534367973e-14,0
8843,True,0,Optimization terminated successfully,4,0.39457754147579205,0.3945775414758931,1.0103029524088925e-13,3.086420008457935e-14,2.0650148258027912e-14,0
8846,True,0,Optimization terminated successfully,4,0.0877818646329638,0.0877818646329634,-3.885780586188048e-16,3.3306690738754696e-16,0.0,0
8861,True,0,Optimization terminated successfully,5,0.07857417810798732,0.07857417810798728,-4.163336342344337e-17,2.7755575615628914e-17,0.0,0
8871,True,0,Optimization terminated successfully,7,0.047858475980263465,0.047858475980263465,0.0,1.8248922173738635e-09,0.0,0
9073,True,0,Optimization terminated successfully,7,0.03408164485172765,0.03408164485172767,2.0816681711721685e-17,7.771561172376096e-16,0.0,0
9163,True,0,Optimization terminated successfully,4,2.7207008004232045,2.720700800423471,2.6645352591003757e-13,3.0514297495103534e-14,2.19824158875781e-14,0
9197,True,0,Optimization terminated successfully,3,0.3130828671490164,0.31308286714901623,-1.6653345369377348e-16,2.220446049250313e-16,1.1102230246251565e-16,0
9317,True,0,Optimization terminated successfully,4,0.4406347608414813,0.4406347608414989,1.759703494030873e-14,4.9960036108132044e-15,3.3306690738754696e-15,0
9326,True,0,Optimization terminated successfully,5,0.22493243996062276,0.22493243996062212,-6.38378239159465e-16,3.12241940113322e-16,2.220446049250313e-16,0
9360,True,0,Optimization terminated successfully,6,0.045310981008671036,0.04531098100849207,-1.7896795156957523e-13,8.2050594062133e-08,0.0,0
9365,True,0,Optimization terminated successfully,4,0.9334833576752471,0.9334833576752632,1.609823385706477e-14,4.551914400963142e-15,4.884981308350689e-15,0
9418,True,0,Optimization terminated successfully,4,0.811977100231928,0.8119771002317332,-1.9484414082171497e-13,8.271161533457416e-14,2.6423307986078726e-14,0
9499,True,0,Optimization terminated successfully,3,0.059872136659896255,0.05987213665989506,-1.1934897514720433e-15,1.3600232051658168e-14,1.1546319456101628e-14,0
9511,True,0,Optimization terminated successfully,4,0.20252512505738673,0.20252512505738837,1.6375789613221059e-15,4.440892098500626e-16,4.440892098500626e-16,0
9764,True,0,Optimization terminated successfully,4,1.8150100350076506,1.8150100350076641,1.354472090042691e-14,2.5568748555211637e-15,1.9984014443252818e-15,0
9775,True,0,Optimization terminated successfully,10,0.012769497814250136,0.012769497814248871,-1.2646134139870924e-15,1.799006507652301e-08,0.0,0
9787,True,0,Optimization terminated successfully,5,0.048666411866505874,0.048666411866505874,0.0,0.0,0.0,0
9905,True,0,Optimization terminated successfully,6,0.010672798518447844,0.010672798518447844,0.0,8.326672684688674e-17,0.0,0
9956,True,0,Optimization terminated successfully,4,1.256311768224676,1.2563117682245482,-1.2789769243681803e-13,5.140332604014475e-14,1.8207657603852567e-14,0
